Term 1,Term 2,Frequency,Context Frequency,Conditional Probability
practicar,>,5,9,0.5555555555555556
también,en,5,104,0.04807692307692308
no,como,5,1357,0.0036845983787767134
o,la,5,289,0.01730103806228374
caele,a,5,12,0.4166666666666667
me,hago,5,1520,0.003289473684210526
puto,si,5,34,0.14705882352941177
fue,?,5,91,0.054945054945054944
como,>,5,424,0.01179245283018868
me,muero,5,1520,0.003289473684210526
<,spoiler,5,12342,0.00040512072597634097
los,profes,5,417,0.011990407673860911
los,videos,5,417,0.011990407673860911
11,>,5,11,0.45454545454545453
es,mio,5,752,0.006648936170212766
de,sus,5,1853,0.002698327037236913
me,faltan,5,1520,0.003289473684210526
),y,5,51,0.09803921568627451
de,historia,5,1853,0.002698327037236913
menos,>,5,34,0.14705882352941177
si,pase,5,1364,0.0036656891495601175
nos,lo,5,96,0.052083333333333336
que,puto,5,2280,0.0021929824561403508
pero,mi,5,521,0.009596928982725527
mejor,prendo,5,148,0.033783783783783786
de,facebook,5,1853,0.002698327037236913
la,mano,5,1400,0.0035714285714285713
golpe,>,5,9,0.5555555555555556
quedo,la,5,56,0.08928571428571429
esta,muy,5,256,0.01953125
unos,compas,5,29,0.1724137931034483
<,ojala,5,12342,0.00040512072597634097
la,mayoría,5,1400,0.0035714285714285713
<,más,5,12342,0.00040512072597634097
de,comer,5,1853,0.002698327037236913
mate,a,5,12,0.4166666666666667
a,intentar,5,1804,0.002771618625277162
una,clase,5,354,0.014124293785310734
la,base,5,1400,0.0035714285714285713
en,modo,5,1027,0.004868549172346641
la,tabla,5,1400,0.0035714285714285713
tienda,de,5,7,0.7142857142857143
foto,>,5,16,0.3125
hoy,si,5,170,0.029411764705882353
que,los,5,2280,0.0021929824561403508
pero,siento,5,521,0.009596928982725527
y,medio,5,2006,0.0024925224327018943
salio,la,5,24,0.20833333333333334
te,parece,5,454,0.011013215859030838
hoy,men,5,170,0.029411764705882353
me,fue,5,1520,0.003289473684210526
ya,para,5,1187,0.004212299915754001
oye,men,5,80,0.0625
no,hace,5,1357,0.0036845983787767134
lo,va,5,824,0.006067961165048544
es,algo,5,752,0.006648936170212766
se,preocupe,5,832,0.006009615384615385
que,pusieron,5,2280,0.0021929824561403508
preocupes,xd,5,59,0.0847457627118644
mi,mejor,5,598,0.008361204013377926
la,muerte,5,1400,0.0035714285714285713
lo,wa,5,824,0.006067961165048544
pc,>,5,12,0.4166666666666667
punto,de,5,23,0.21739130434782608
ok,ntp,5,282,0.01773049645390071
jugar,men,5,162,0.030864197530864196
voz,>,5,7,0.7142857142857143
mejor,si,5,148,0.033783783783783786
<,puedes,5,12342,0.00040512072597634097
mi,cuarto,5,598,0.008361204013377926
la,película,5,1400,0.0035714285714285713
pues,en,5,152,0.03289473684210526
de,octubre,5,1853,0.002698327037236913
segunda,temporada,5,20,0.25
el,del,5,1576,0.0031725888324873096
david,>,5,15,0.3333333333333333
las,del,5,322,0.015527950310559006
seguir,con,5,15,0.3333333333333333
2,dias,5,138,0.036231884057971016
y,otro,5,2006,0.0024925224327018943
tengo,hambre,5,215,0.023255813953488372
de,minecraft,5,1853,0.002698327037236913
compro,>,5,18,0.2777777777777778
va,quedando,5,283,0.0176678445229682
<,primero,5,12342,0.00040512072597634097
que,que,5,2280,0.0021929824561403508
paso,?,5,60,0.08333333333333333
la,mamastrosa,5,1400,0.0035714285714285713
el,puto,5,1576,0.0031725888324873096
ahi,te,5,98,0.05102040816326531
logre,>,5,10,0.5
estaba,en,5,46,0.10869565217391304
ya,pusieron,5,1187,0.004212299915754001
lunes,>,5,23,0.21739130434782608
ni,siquiera,5,118,0.0423728813559322
feliz,cumpleaños,5,20,0.25
de,cosas,5,1853,0.002698327037236913
los,martes,5,417,0.011990407673860911
comprar,el,5,20,0.25
y,aqui,5,2006,0.0024925224327018943
la,actualización,5,1400,0.0035714285714285713
<,esperemos,5,12342,0.00040512072597634097
que,veas,5,2280,0.0021929824561403508
me,salio,5,1520,0.003289473684210526
pos,va,5,76,0.06578947368421052
la,onda,5,1400,0.0035714285714285713
chinga,>,5,11,0.45454545454545453
las,tormentas,5,322,0.015527950310559006
lo,grabo,5,824,0.006067961165048544
*,>,5,8,0.625
una,foto,5,354,0.014124293785310734
tienen,que,5,23,0.21739130434782608
la,cual,5,1400,0.0035714285714285713
tengo,en,5,215,0.023255813953488372
tabla,:,5,11,0.45454545454545453
la,ruta,5,1400,0.0035714285714285713
<,seguro,5,12342,0.00040512072597634097
fuimos,a,5,13,0.38461538461538464
ayer,me,5,34,0.14705882352941177
ya,les,5,1187,0.004212299915754001
mensaje,>,5,24,0.20833333333333334
lo,puse,5,824,0.006067961165048544
cuando,ya,5,168,0.02976190476190476
<,tabla,5,12342,0.00040512072597634097
la,tengo,5,1400,0.0035714285714285713
de,como,5,1853,0.002698327037236913
te,sientes,5,454,0.011013215859030838
sientes,?,5,6,0.8333333333333334
ya,veo,5,1187,0.004212299915754001
me,olvidó,5,1520,0.003289473684210526
pusieron,la,5,29,0.1724137931034483
la,sala,5,1400,0.0035714285714285713
me,pusieron,5,1520,0.003289473684210526
primera,vez,5,19,0.2631578947368421
y,dice,5,2006,0.0024925224327018943
<,aaaaaaaaa,5,12342,0.00040512072597634097
las,piernas,5,322,0.015527950310559006
<,salaverga,5,12342,0.00040512072597634097
jefe,>,5,14,0.35714285714285715
le,ayude,5,377,0.013262599469496022
ps,a,5,99,0.050505050505050504
grupo,de,5,25,0.2
lo,veo,5,824,0.006067961165048544
asi,que,5,129,0.03875968992248062
si,tienes,5,1364,0.0036656891495601175
en,cuenta,5,1027,0.004868549172346641
princesa,>,5,8,0.625
yo,ando,5,315,0.015873015873015872
nunca,se,5,21,0.23809523809523808
hasta,le,5,147,0.034013605442176874
me,dijeron,5,1520,0.003289473684210526
luego,te,5,88,0.056818181818181816
te,tengo,5,454,0.011013215859030838
prender,un,5,67,0.07462686567164178
aaaaaaaaa,>,5,5,1.0
<,x2,5,12342,0.00040512072597634097
el,mapa,5,1576,0.0031725888324873096
si,vas,5,1364,0.0036656891495601175
hace,un,5,44,0.11363636363636363
<,prendo,5,12342,0.00040512072597634097
y,su,5,2006,0.0024925224327018943
del,fnaf,5,299,0.016722408026755852
era,de,5,56,0.08928571428571429
como,de,5,424,0.01179245283018868
pues,es,5,152,0.03289473684210526
de,esa,5,1853,0.002698327037236913
papá,y,5,17,0.29411764705882354
el,portal,5,1576,0.0031725888324873096
osea,si,5,21,0.23809523809523808
ir,con,5,56,0.08928571428571429
mi,tío,5,598,0.008361204013377926
ahi,esta,5,98,0.05102040816326531
o,el,5,289,0.01730103806228374
algo,que,5,117,0.042735042735042736
<,cafe,5,12342,0.00040512072597634097
hacer,una,5,131,0.03816793893129771
era,un,5,56,0.08928571428571429
chismesito,>,5,6,0.8333333333333334
voy,al,5,310,0.016129032258064516
la,comida,5,1400,0.0035714285714285713
<,aaaaaa,5,12342,0.00040512072597634097
que,pasa,5,2280,0.0021929824561403508
ti,>,5,18,0.2777777777777778
💀,>,5,11,0.45454545454545453
lo,mucho,5,824,0.006067961165048544
a,subir,5,1804,0.002771618625277162
le,pusieron,5,377,0.013262599469496022
lo,se,5,824,0.006067961165048544
asi,decirlo,5,129,0.03875968992248062
decirlo,>,5,8,0.625
me,ha,5,1520,0.003289473684210526
<,así,5,12342,0.00040512072597634097
pero,yo,5,521,0.009596928982725527
videos,>,5,10,0.5
oiga,>,5,5,1.0
te,voy,5,454,0.011013215859030838
las,9,5,322,0.015527950310559006
o,3,5,289,0.01730103806228374
pq,mi,5,369,0.013550135501355014
2,o,5,138,0.036231884057971016
pero,aun,5,521,0.009596928982725527
si,ese,5,1364,0.0036656891495601175
namas,me,5,41,0.12195121951219512
final,del,5,31,0.16129032258064516
para,lo,5,435,0.011494252873563218
la,teoria,5,1400,0.0035714285714285713
me,enamore,5,1520,0.003289473684210526
viendo,la,5,27,0.18518518518518517
nice,>,5,10,0.5
los,del,5,417,0.011990407673860911
gracias,men,5,172,0.029069767441860465
<,fui,5,12342,0.00040512072597634097
estoy,nervioso,5,166,0.030120481927710843
por,cierto,5,375,0.013333333333333334
es,pq,5,752,0.006648936170212766
hoy,sale,5,170,0.029411764705882353
chingo,a,5,51,0.09803921568627451
juego,de,5,95,0.05263157894736842
eso,en,5,210,0.023809523809523808
me,pasas,5,1520,0.003289473684210526
<,pasa,5,12342,0.00040512072597634097
un,video,5,732,0.006830601092896175
<,achinga,5,12342,0.00040512072597634097
arma,>,5,21,0.23809523809523808
ya,llevo,5,1187,0.004212299915754001
va,gracias,5,283,0.0176678445229682
...,>,5,6,0.8333333333333334
le,hice,5,377,0.013262599469496022
de,este,5,1853,0.002698327037236913
rato,?,5,72,0.06944444444444445
dile,que,5,11,0.45454545454545453
caso,>,5,25,0.2
voy,llegando,5,310,0.016129032258064516
<,porfa,5,12342,0.00040512072597634097
<,rola,5,12342,0.00040512072597634097
pero,siempre,4,521,0.007677543186180422
el,mantenimiento,4,1576,0.0025380710659898475
que,ella,4,2280,0.0017543859649122807
me,llevo,4,1520,0.002631578947368421
:,0000,4,78,0.05128205128205128
porque,la,4,134,0.029850746268656716
que,pase,4,2280,0.0017543859649122807
fácil,>,4,7,0.5714285714285714
0000,>,4,4,1.0
<,obviamente,4,12342,0.00032409658078107277
día,>,4,10,0.4
don't,starve,4,4,1.0
el,proceso,4,1576,0.0025380710659898475
mamá,",",4,92,0.043478260869565216
que,digamos,4,2280,0.0017543859649122807
año,de,4,35,0.11428571428571428
chale,we,4,48,0.08333333333333333
hora,puedes,4,58,0.06896551724137931
cerca,>,4,12,0.3333333333333333
poner,la,4,23,0.17391304347826086
mi,favorito,4,598,0.006688963210702341
del,god,4,299,0.013377926421404682
tenia,que,4,30,0.13333333333333333
me,vas,4,1520,0.002631578947368421
capacitor,>,4,4,1.0
al,año,4,329,0.0121580547112462
enojar,>,4,7,0.5714285714285714
la,vida,4,1400,0.002857142857142857
<,cuales,4,12342,0.00032409658078107277
el,verdadero,4,1576,0.0025380710659898475
<,unas,4,12342,0.00032409658078107277
siguiente,año,4,12,0.3333333333333333
si,los,4,1364,0.002932551319648094
que,estan,4,2280,0.0017543859649122807
el,último,4,1576,0.0025380710659898475
de,terror,4,1853,0.0021586616297895305
estoy,viendo,4,166,0.024096385542168676
no,deja,4,1357,0.0029476787030213707
tengo,xd,4,215,0.018604651162790697
prendi,>,4,8,0.5
el,top,4,1576,0.0025380710659898475
ya,después,4,1187,0.003369839932603201
pusieron,el,4,29,0.13793103448275862
la,publicación,4,1400,0.002857142857142857
hecho,>,4,35,0.11428571428571428
verde,>,4,8,0.5
y,ni,4,2006,0.0019940179461615153
parte,>,4,36,0.1111111111111111
la,vez,4,1400,0.002857142857142857
me,compro,4,1520,0.002631578947368421
mamalona,>,4,4,1.0
yo,igual,4,315,0.012698412698412698
hacer,nada,4,131,0.030534351145038167
que,ufff,4,2280,0.0017543859649122807
pues,no,4,152,0.02631578947368421
comida,y,4,11,0.36363636363636365
no,dormí,4,1357,0.0029476787030213707
pero,un,4,521,0.007677543186180422
wee,>,4,5,0.8
deja,le,4,74,0.05405405405405406
le,dijo,4,377,0.010610079575596816
a,qué,4,1804,0.0022172949002217295
sale,bro,4,54,0.07407407407407407
qué,hora,4,14,0.2857142857142857
que,tenia,4,2280,0.0017543859649122807
lo,deje,4,824,0.0048543689320388345
<,grande,4,12342,0.00032409658078107277
hora,?,4,58,0.06896551724137931
pensando,en,4,11,0.36363636363636365
ay,cabron,4,24,0.16666666666666666
sale,descansa,4,54,0.07407407407407407
intentar,>,4,12,0.3333333333333333
que,jugamos,4,2280,0.0017543859649122807
ya,sea,4,1187,0.003369839932603201
foto,de,4,16,0.25
son,como,4,87,0.04597701149425287
letras,>,4,5,0.8
la,hago,4,1400,0.002857142857142857
volvio,a,4,9,0.4444444444444444
presenciales,>,4,6,0.6666666666666666
una,mision,4,354,0.011299435028248588
pase,el,4,45,0.08888888888888889
preocupe,oiga,4,5,0.8
ok,va,4,282,0.014184397163120567
ps,es,4,99,0.04040404040404041
bueno,tons,4,186,0.021505376344086023
a,9,4,1804,0.0022172949002217295
ni,tanto,4,118,0.03389830508474576
ya,van,4,1187,0.003369839932603201
que,solo,4,2280,0.0017543859649122807
2,horas,4,138,0.028985507246376812
mes,>,4,13,0.3076923076923077
a,pesar,4,1804,0.0022172949002217295
ve,mas,4,79,0.05063291139240506
<,pasame,4,12342,0.00032409658078107277
pesar,de,4,4,1.0
le,sigo,4,377,0.010610079575596816
diciendo,que,4,6,0.6666666666666666
pasas,el,4,11,0.36363636363636365
fnaf,>,4,30,0.13333333333333333
a,simon,4,1804,0.0022172949002217295
ahora,sí,4,133,0.03007518796992481
awanta,>,4,9,0.4444444444444444
caele,al,4,12,0.3333333333333333
historia,que,4,41,0.0975609756097561
<,perdi,4,12342,0.00032409658078107277
se,xd,4,832,0.004807692307692308
nmms,que,4,80,0.05
para,desbloquear,4,435,0.009195402298850575
bueno,ya,4,186,0.021505376344086023
mision,de,4,13,0.3076923076923077
chingar,a,4,5,0.8
esto,es,4,59,0.06779661016949153
regreso,a,4,17,0.23529411764705882
tiene,un,4,64,0.0625
exacto,>,4,4,1.0
<,exacto,4,12342,0.00032409658078107277
1,y,4,62,0.06451612903225806
y,2,4,2006,0.0019940179461615153
mente,>,4,12,0.3333333333333333
al,parecer,4,329,0.0121580547112462
tons,si,4,65,0.06153846153846154
<,disfrute,4,12342,0.00032409658078107277
la,mitad,4,1400,0.002857142857142857
esta,mal,4,256,0.015625
ya,andaba,4,1187,0.003369839932603201
tons,me,4,65,0.06153846153846154
tas,libre,4,22,0.18181818181818182
ahí,>,4,22,0.18181818181818182
fluido,>,4,6,0.6666666666666666
la,página,4,1400,0.002857142857142857
la,siguiente,4,1400,0.002857142857142857
me,deja,4,1520,0.002631578947368421
un,evento,4,732,0.00546448087431694
los,nuevos,4,417,0.009592326139088728
gow,>,4,4,1.0
<,mm,4,12342,0.00032409658078107277
prendí,>,4,7,0.5714285714285714
probarlo,>,4,4,1.0
pq,siento,4,369,0.01084010840108401
que,con,4,2280,0.0017543859649122807
que,ese,4,2280,0.0017543859649122807
pero,igual,4,521,0.007677543186180422
las,siguientes,4,322,0.012422360248447204
película,>,4,13,0.3076923076923077
te,conté,4,454,0.00881057268722467
digamos,>,4,9,0.4444444444444444
rato,vuelvo,4,72,0.05555555555555555
mando,a,4,18,0.2222222222222222
saints,row,4,4,1.0
si,con,4,1364,0.002932551319648094
<,justo,4,12342,0.00032409658078107277
jugando,>,4,20,0.2
cual,de,4,49,0.08163265306122448
pq,ps,4,369,0.01084010840108401
esta,de,4,256,0.015625
mas,importante,4,208,0.019230769230769232
de,todo,4,1853,0.0021586616297895305
duele,un,4,15,0.26666666666666666
si,?,4,1364,0.002932551319648094
<,cabe,4,12342,0.00032409658078107277
merezco,>,4,7,0.5714285714285714
pero,creo,4,521,0.007677543186180422
a,dormir,4,1804,0.0022172949002217295
y,aun,4,2006,0.0019940179461615153
hago,el,4,47,0.0851063829787234
?,o,4,746,0.005361930294906166
un,nuevo,4,732,0.00546448087431694
si,al,4,1364,0.002932551319648094
a,mis,4,1804,0.0022172949002217295
toda,una,4,20,0.2
que,las,4,2280,0.0017543859649122807
telegram,?,4,9,0.4444444444444444
pq,ese,4,369,0.01084010840108401
posibilidad,de,4,4,1.0
pantalla,completa,4,25,0.16
pokemon,>,4,15,0.26666666666666666
<,aqui,4,12342,0.00032409658078107277
mira,nomas,4,93,0.043010752688172046
pos,en,4,76,0.05263157894736842
lo,único,4,824,0.0048543689320388345
todo,esto,4,111,0.036036036036036036
final,de,4,31,0.12903225806451613
di,cuenta,4,26,0.15384615384615385
el,hijo,4,1576,0.0025380710659898475
hasta,yo,4,147,0.027210884353741496
dejo,de,4,27,0.14814814814814814
una,tipa,4,354,0.011299435028248588
aparte,>,4,12,0.3333333333333333
la,partida,4,1400,0.002857142857142857
me,espero,4,1520,0.002631578947368421
no,jala,4,1357,0.0029476787030213707
<,pa,4,12342,0.00032409658078107277
espero,que,4,31,0.12903225806451613
cuarto,de,4,15,0.26666666666666666
piernas,>,4,5,0.8
busco,>,4,7,0.5714285714285714
los,animatronicos,4,417,0.009592326139088728
hoy,a,4,170,0.023529411764705882
youtube,>,4,9,0.4444444444444444
<,vamo,4,12342,0.00032409658078107277
de,star,4,1853,0.0021586616297895305
di,a,4,26,0.15384615384615385
de,tema,4,1853,0.0021586616297895305
la,capa,4,1400,0.002857142857142857
como,va,4,424,0.009433962264150943
me,gustaron,4,1520,0.002631578947368421
tambien,me,4,62,0.06451612903225806
el,grupo,4,1576,0.0025380710659898475
la,4,4,1400,0.002857142857142857
si,prender,4,1364,0.002932551319648094
java,>,4,4,1.0
el,cambio,4,1576,0.0025380710659898475
un,spoiler,4,732,0.00546448087431694
ese,we,4,145,0.027586206896551724
las,de,4,322,0.012422360248447204
es,ese,4,752,0.005319148936170213
como,para,4,424,0.009433962264150943
le,entiendo,4,377,0.010610079575596816
como,dije,4,424,0.009433962264150943
ahí,si,4,22,0.18181818181818182
ahorita,prendo,4,156,0.02564102564102564
sabe,que,4,24,0.16666666666666666
normal,>,4,5,0.8
después,de,4,20,0.2
a,llamar,4,1804,0.0022172949002217295
la,funa,4,1400,0.002857142857142857
la,camara,4,1400,0.002857142857142857
la,música,4,1400,0.002857142857142857
<,ricardo,4,12342,0.00032409658078107277
estimado,figue,4,25,0.16
no,fui,4,1357,0.0029476787030213707
volvió,a,4,6,0.6666666666666666
los,libros,4,417,0.009592326139088728
ya,los,4,1187,0.003369839932603201
estoy,pensando,4,166,0.024096385542168676
y,muere,4,2006,0.0019940179461615153
te,la,4,454,0.00881057268722467
ese,si,4,145,0.027586206896551724
apesar,de,4,4,1.0
el,realm,4,1576,0.0025380710659898475
tons,que,4,65,0.06153846153846154
de,clase,4,1853,0.0021586616297895305
las,8:30,4,322,0.012422360248447204
vi,que,4,39,0.10256410256410256
progra,>,4,4,1.0
el,8,4,1576,0.0025380710659898475
un,placer,4,732,0.00546448087431694
que,ser,4,2280,0.0017543859649122807
llegando,a,4,8,0.5
le,van,4,377,0.010610079575596816
<,5,4,12342,0.00032409658078107277
cambiando,de,4,5,0.8
ando,muy,4,132,0.030303030303030304
esa,la,4,83,0.04819277108433735
ahora,me,4,133,0.03007518796992481
decir,a,4,26,0.15384615384615385
me,las,4,1520,0.002631578947368421
fecha,de,4,9,0.4444444444444444
la,arme,4,1400,0.002857142857142857
mío,>,4,7,0.5714285714285714
proyecto,xd,4,24,0.16666666666666666
ahorita,los,4,156,0.02564102564102564
un,favor,4,732,0.00546448087431694
va,de,4,283,0.014134275618374558
profe,>,4,16,0.25
que,fui,4,2280,0.0017543859649122807
ta,>,4,24,0.16666666666666666
mierda,>,4,8,0.5
llegué,>,4,11,0.36363636363636365
favor,>,4,4,1.0
hablando,con,4,11,0.36363636363636365
cosa,que,4,18,0.2222222222222222
trabajar,>,4,9,0.4444444444444444
el,porque,4,1576,0.0025380710659898475
me,aparece,4,1520,0.002631578947368421
una,parte,4,354,0.011299435028248588
a,pero,4,1804,0.0022172949002217295
original,>,4,6,0.6666666666666666
veda,?,4,4,1.0
el,outlast,4,1576,0.0025380710659898475
bien,el,4,240,0.016666666666666666
un,bato,4,732,0.00546448087431694
o,2,4,289,0.01384083044982699
onda,>,4,9,0.4444444444444444
ser,de,4,71,0.056338028169014086
yo,también,4,315,0.012698412698412698
que,hasta,4,2280,0.0017543859649122807
la,foto,4,1400,0.002857142857142857
con,que,4,450,0.008888888888888889
primer,semestre,4,25,0.16
de,batiz,4,1853,0.0021586616297895305
nadamás,que,4,14,0.2857142857142857
nosotros,>,4,6,0.6666666666666666
por,ella,4,375,0.010666666666666666
de,a,4,1853,0.0021586616297895305
<,joder,4,12342,0.00032409658078107277
ya,sabes,4,1187,0.003369839932603201
nomas,no,4,32,0.125
del,que,4,299,0.013377926421404682
buen,de,4,47,0.0851063829787234
de,el,4,1853,0.0021586616297895305
serie,>,4,25,0.16
es,su,4,752,0.005319148936170213
a,desayunar,4,1804,0.0022172949002217295
si,quiero,4,1364,0.002932551319648094
los,mejores,4,417,0.009592326139088728
fue,de,4,91,0.04395604395604396
nos,dijo,4,96,0.041666666666666664
cuento,>,4,7,0.5714285714285714
viernes,>,4,14,0.2857142857142857
mi,casita,4,598,0.006688963210702341
volvieron,a,4,4,1.0
mismo,>,4,28,0.14285714285714285
puse,un,4,42,0.09523809523809523
queria,prender,4,23,0.17391304347826086
<,queria,4,12342,0.00032409658078107277
de,youtube,4,1853,0.0021586616297895305
pase,de,4,45,0.08888888888888889
mamada,>,4,9,0.4444444444444444
se,acabó,4,832,0.004807692307692308
importa,>,4,12,0.3333333333333333
alguien,>,4,15,0.26666666666666666
cabrones,>,4,5,0.8
<,mis,4,12342,0.00032409658078107277
película,de,4,13,0.3076923076923077
tons,>,4,65,0.06153846153846154
en,clase,4,1027,0.0038948393378773127
si,he,4,1364,0.002932551319648094
los,gemelos,4,417,0.009592326139088728
paso,el,4,60,0.06666666666666667
para,estar,4,435,0.009195402298850575
y,ando,4,2006,0.0019940179461615153
me,enoje,4,1520,0.002631578947368421
que,quiere,4,2280,0.0017543859649122807
base,de,4,8,0.5
pero,hey,4,521,0.007677543186180422
asi,es,4,129,0.031007751937984496
la,lista,4,1400,0.002857142857142857
el,corazón,4,1576,0.0025380710659898475
examen,a,4,30,0.13333333333333333
ese,wey,4,145,0.027586206896551724
quedo,bien,4,56,0.07142857142857142
de,william,4,1853,0.0021586616297895305
pq,hasta,4,369,0.01084010840108401
me,harias,4,1520,0.002631578947368421
en,twitch,4,1027,0.0038948393378773127
ps,en,4,99,0.04040404040404041
tu,>,4,155,0.025806451612903226
el,fnaf,4,1576,0.0025380710659898475
el,resto,4,1576,0.0025380710659898475
directo,de,4,39,0.10256410256410256
dejo,>,4,27,0.14814814814814814
<,admira,4,12342,0.00032409658078107277
sabia,que,4,19,0.21052631578947367
si,algo,4,1364,0.002932551319648094
niño,>,4,11,0.36363636363636365
puse,en,4,42,0.09523809523809523
estuvo,bueno,4,16,0.25
el,ghost,4,1576,0.0025380710659898475
de,fondo,4,1853,0.0021586616297895305
está,bien,4,33,0.12121212121212122
deja,termino,4,74,0.05405405405405406
los,2,4,417,0.009592326139088728
weno,weno,4,14,0.2857142857142857
la,play,4,1400,0.002857142857142857
la,compro,4,1400,0.002857142857142857
ser,en,4,71,0.056338028169014086
y,sin,4,2006,0.0019940179461615153
de,jugar,4,1853,0.0021586616297895305
los,anillos,4,417,0.009592326139088728
en,2,4,1027,0.0038948393378773127
partes,>,4,7,0.5714285714285714
de,ricardo,4,1853,0.0021586616297895305
dile,a,4,11,0.36363636363636365
da,>,4,32,0.125
brou,>,4,4,1.0
la,ps4,4,1400,0.002857142857142857
a,donde,4,1804,0.0022172949002217295
si,luego,4,1364,0.002932551319648094
ese,juego,4,145,0.027586206896551724
los,tengo,4,417,0.009592326139088728
3,y,4,86,0.046511627906976744
bueno,gracias,4,186,0.021505376344086023
el,aseo,4,1576,0.0025380710659898475
que,llegue,4,2280,0.0017543859649122807
stream,de,4,43,0.09302325581395349
a,buscar,4,1804,0.0022172949002217295
del,metro,4,299,0.013377926421404682
a,fondo,4,1804,0.0022172949002217295
me,manda,4,1520,0.002631578947368421
secreto,>,4,6,0.6666666666666666
<,xdd,4,12342,0.00032409658078107277
señor,de,4,7,0.5714285714285714
ahora,ya,4,133,0.03007518796992481
temprano,>,4,7,0.5714285714285714
911,>,4,4,1.0
me,chingue,4,1520,0.002631578947368421
directos,>,4,7,0.5714285714285714
ricardo,que,4,50,0.08
otro,>,4,74,0.05405405405405406
<,vavav,4,12342,0.00032409658078107277
horita,y,4,6,0.6666666666666666
se,iba,4,832,0.004807692307692308
todas,las,4,12,0.3333333333333333
mi,mundo,4,598,0.006688963210702341
tanto,que,4,21,0.19047619047619047
<,yamero,4,12342,0.00032409658078107277
estudiar,>,4,7,0.5714285714285714
hasta,se,4,147,0.027210884353741496
esta,doliendo,4,256,0.015625
en,otro,4,1027,0.0038948393378773127
lo,wacho,4,824,0.0048543689320388345
si,a,4,1364,0.002932551319648094
que,procede,4,2280,0.0017543859649122807
difícil,>,4,8,0.5
los,pendejos,4,417,0.009592326139088728
refiero,a,4,6,0.6666666666666666
skin,>,4,5,0.8
estoy,haciendo,4,166,0.024096385542168676
el,inicio,4,1576,0.0025380710659898475
a,morir,4,1804,0.0022172949002217295
haciendo,un,4,27,0.14814814814814814
rato,prendo,4,72,0.05555555555555555
un,gran,4,732,0.00546448087431694
numero,>,4,8,0.5
siento,mal,4,61,0.06557377049180328
pero,sin,4,521,0.007677543186180422
sin,micro,4,57,0.07017543859649122
al,muro,4,329,0.0121580547112462
valio,verga,4,9,0.4444444444444444
fin,de,4,11,0.36363636363636365
hacer,stream,4,131,0.030534351145038167
tormentas,>,4,5,0.8
fnaf,6,4,30,0.13333333333333333
mi,me,4,598,0.006688963210702341
la,canción,4,1400,0.002857142857142857
mismo,que,4,28,0.14285714285714285
grabo,>,4,9,0.4444444444444444
canción,de,4,9,0.4444444444444444
casi,me,4,38,0.10526315789473684
pq,en,4,369,0.01084010840108401
sale,>,4,54,0.07407407407407407
se,pq,4,832,0.004807692307692308
la,prueba,4,1400,0.002857142857142857
te,mando,4,454,0.00881057268722467
vi,pq,4,39,0.10256410256410256
pesca,>,4,4,1.0
ando,con,4,132,0.030303030303030304
sobre,la,4,14,0.2857142857142857
la,vacuna,4,1400,0.002857142857142857
bueno,vamo,4,186,0.021505376344086023
fnaf,3,4,30,0.13333333333333333
mimir,>,4,4,1.0
el,formato,4,1576,0.0025380710659898475
nomas,por,4,32,0.125
ejemplo,>,4,12,0.3333333333333333
cuando,llegue,4,168,0.023809523809523808
sip,>,4,7,0.5714285714285714
su,puta,4,148,0.02702702702702703
<,ufffas,4,12342,0.00032409658078107277
al,igual,4,329,0.0121580547112462
mas,cabron,4,208,0.019230769230769232
yo,quiero,4,315,0.012698412698412698
me,van,4,1520,0.002631578947368421
he,jugado,4,43,0.09302325581395349
amigos,>,4,6,0.6666666666666666
o,le,4,289,0.01384083044982699
le,pongo,4,377,0.010610079575596816
otro,de,4,74,0.05405405405405406
pues,como,4,152,0.02631578947368421
tan,mal,4,38,0.10526315789473684
va,hacer,4,283,0.014134275618374558
de,6,4,1853,0.0021586616297895305
año,y,4,35,0.11428571428571428
son,de,4,87,0.04597701149425287
mi,primer,4,598,0.006688963210702341
<,oficialmente,4,12342,0.00032409658078107277
si,gracias,4,1364,0.002932551319648094
mucho,xd,4,72,0.05555555555555555
el,culo,4,1576,0.0025380710659898475
hizo,un,4,20,0.2
la,paloma,4,1400,0.002857142857142857
vez,no,4,76,0.05263157894736842
si,y,4,1364,0.002932551319648094
<,podria,4,12342,0.00032409658078107277
habia,un,4,28,0.14285714285714285
proyecto,de,4,24,0.16666666666666666
descripción,de,4,5,0.8
va,en,4,283,0.014134275618374558
fall,guys,4,5,0.8
gloria,>,4,5,0.8
quedando,>,4,9,0.4444444444444444
mamalon,>,4,4,1.0
<,saca,4,12342,0.00032409658078107277
acompañe,a,4,5,0.8
wenas,wenas,4,37,0.10810810810810811
asi,en,4,129,0.031007751937984496
ntp,men,4,98,0.04081632653061224
se,nota,4,832,0.004807692307692308
a,pedir,4,1804,0.0022172949002217295
servidor,>,4,12,0.3333333333333333
al,final,4,329,0.0121580547112462
sirve,que,4,12,0.3333333333333333
0,>,4,10,0.4
en,sus,4,1027,0.0038948393378773127
unas,cosas,4,33,0.12121212121212122
ve,un,4,79,0.05063291139240506
de,temporada,4,1853,0.0021586616297895305
a,yosadac,4,1804,0.0022172949002217295
bueno,no,4,186,0.021505376344086023
porque,ya,4,134,0.029850746268656716
canal,de,4,14,0.2857142857142857
