Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
salieron,otros,similares,1,1,1.0
falto,nomas,sim,1,1,1.0
grasias,chika,sim,1,3,0.3333333333333333
yo,joven,sim,1,1,1.0
en,las,sillas,1,1,1.0
rosa,jajaj,silensio,1,1,1.0
si,sii,siiiii,1,2,0.5
luego,negro,siiii,1,1,1.0
vi,sip,siiii,1,1,1.0
donde,sincro,siiii,1,1,1.0
siii,pq,siiii,1,1,1.0
fue,bien,siiii,1,1,1.0
sea,jajajajaj,siiii,1,1,1.0
sip,perdone,siiii,1,1,1.0
q,mal,siiii,1,2,0.5
siii,jajjaja,siiii,1,1,1.0
jajaj,xd,siii,1,1,1.0
por,jugar,siii,1,1,1.0
sprayy,a,siii,1,1,1.0
jajajaj,xd,siii,1,2,0.5
bn,vda,siii,1,1,1.0
vda,siii,siii,1,1,1.0
jajajaj,jajajqjqj,siii,1,1,1.0
que,jajajaj,siii,1,1,1.0
jajajaj,siii,siii,1,1,1.0
tareaaa,esmuchaaaa,siii,1,1,1.0
yokreo,a,siii,1,1,1.0
pq,ya,siii,1,1,1.0
si,jajsjsja,siii,1,1,1.0
sticker,jajajj,siii,1,1,1.0
x2,y,siii,1,1,1.0
frey,no,siii,1,2,0.5
yayaya,xd,siii,1,1,1.0
pon,alarmas,siii,1,1,1.0
dame,si,siii,1,1,1.0
q,ver,siii,1,1,1.0
sim,gracias,siii,1,1,1.0
gracias,siii,siii,1,1,1.0
me,aburri,siii,1,1,1.0
animo,ola,siii,1,1,1.0
haces,sip,siii,1,1,1.0
de,wintar,siii,1,1,1.0
muy,buena,siii,1,2,0.5
llego,onta,siii,1,1,1.0
tanto,omggg,siii,1,1,1.0
si,jajaja,siii,1,2,0.5
real,x2,siii,1,1,1.0
lo,menos,siii,1,1,1.0
sheesh,sheesh,siii,1,1,1.0
devoro,ayuno,siii,1,1,1.0
tiene,27,siii,1,1,1.0
claro,neni,siii,1,1,1.0
carga,jajajajja,sii,1,1,1.0
mimir,eltibio,sii,1,1,1.0
mas,kpoper,sii,1,1,1.0
jajaj,aaa,sii,1,1,1.0
examen,a,sii,1,1,1.0
sip,sabe,sii,1,1,1.0
tal,jajajaj,sii,1,1,1.0
otaku,si,sii,1,1,1.0
a,ti,sii,1,4,0.25
mmm,bueno,sii,1,1,1.0
esto,si,sii,1,1,1.0
tal,vez,sii,1,5,0.2
buscar,corre,sii,1,1,1.0
siii,lol,sii,1,1,1.0
ya,orita,sii,1,1,1.0
x2,sepa,sii,1,1,1.0
q,esperaban,sii,1,1,1.0
vdd,q,sii,1,2,0.5
nose,jajaj,siguiente,1,1,1.0
avr,si,siguele,1,1,1.0
jajajaj,aca,sigue,1,1,1.0
pasan,onta,sigo,1,1,1.0
llegan,jajaja,sigo,1,1,1.0
singgg,es,sign,1,1,1.0
q,era,sign,1,1,1.0
año,del,siglo,1,1,1.0
ya,me,siento,1,7,0.14285714285714285
remordimiemto,pq,siento,1,1,1.0
jjaja,aunque,siento,1,1,1.0
a,rami,siento,1,1,1.0
nacieron,pero,siento,1,1,1.0
fotos,pq,siento,1,1,1.0
4,pero,siempre,1,1,1.0
q,haya,sido,1,1,1.0
es,y,si,1,1,1.0
de,tarea,si,1,2,0.5
un,bluebook,si,1,1,1.0
he,estudiado,si,1,1,1.0
estudiado,si,si,1,1,1.0
cuenta,create,si,1,1,1.0
me,agregas,si,1,1,1.0
juego,donde,si,1,1,1.0
asi,cualkiera,si,1,1,1.0
a,siii,si,1,2,0.5
queria,ver,si,1,1,1.0
ya,neni,si,1,1,1.0
los,backrooms,si,1,1,1.0
moriiiir,jajajajaj,si,1,1,1.0
otra,semana,si,1,2,0.5
bn,zzz,si,1,1,1.0
me,acordaba,si,1,1,1.0
xd,siii,si,1,3,0.3333333333333333
eltibio,sii,si,1,1,1.0
nd,gracias,si,1,1,1.0
siiii,tt,si,1,2,0.5
tengo,mañana,si,1,1,1.0
acabe,este,si,1,1,1.0
1030,a,si,1,1,1.0
de,hoy,si,1,2,0.5
va,panas,si,1,1,1.0
patroclo,jajajaja,si,1,1,1.0
sacaaaaa,roblox,si,1,1,1.0
juego,jajajaj,si,1,1,1.0
comprobarlo,yo,si,1,1,1.0
eso,hago,si,1,1,1.0
no,se,si,3,16,0.1875
orita,no,si,1,1,1.0
nd,avrlo,si,1,1,1.0
recuerdes,yo,si,1,1,1.0
ya,siii,si,1,1,1.0
sincro,siiii,si,1,1,1.0
un,otaku,si,1,3,0.3333333333333333
no,ya,si,1,3,0.3333333333333333
ya,si,si,1,2,0.5
me,rechazo,si,1,1,1.0
el,mal,si,1,1,1.0
ahi,tmb,si,1,1,1.0
nose,noooooooooo,si,1,1,1.0
lo,mejor,si,1,1,1.0
tal,ps,si,1,1,1.0
me,pregunto,si,1,1,1.0
ji,foraneos,si,1,1,1.0
foraneos,si,si,1,1,1.0
cheap,a,si,1,1,1.0
si,a,si,1,3,0.3333333333333333
q,embeses,si,1,1,1.0
nose,grasias,si,1,1,1.0
no,botate,si,1,1,1.0
artist,favorito,si,1,1,1.0
muy,bn,si,1,3,0.3333333333333333
creaaas,eso,si,1,1,1.0
si,jajaja,si,1,2,0.5
feo,jajajaj,si,1,1,1.0
mis,robux,si,1,1,1.0
eso,gracias,si,1,2,0.5
ya,ojala,si,1,1,1.0
me,enseñas,si,1,2,0.5
enseñas,si,si,1,1,1.0
pieza,fav,si,1,1,1.0
grasias,noooooo,si,1,1,1.0
le,dijiste,si,1,1,1.0
boomer,omg,si,1,1,1.0
buenos,dias,si,1,3,0.3333333333333333
no,puedooo,si,1,1,1.0
puedooo,si,si,1,1,1.0
mañana,mejor,si,1,1,1.0
mejor,si,si,1,2,0.5
estuvo,sensiyo,si,1,1,1.0
sweet,xd,si,1,1,1.0
xd,si,si,1,1,1.0
jugamo,kiero,si,1,1,1.0
al,rato,si,1,2,0.5
y,yo,si,1,1,1.0
inicio,jajaj,si,1,1,1.0
a,esto,si,1,1,1.0
de,leche,si,1,1,1.0
no,jajaja,si,1,1,1.0
para,ver,si,1,1,1.0
otros,hay,si,1,1,1.0
que,jajajaja,si,1,1,1.0
claro,dame,si,1,1,1.0
poke,eso,si,1,1,1.0
conseguir,sola,si,1,1,1.0
chi,animo,si,1,1,1.0
aprueben,ahora,si,1,1,1.0
veras,que,si,1,1,1.0
siii,grasias,si,1,1,1.0
mimida,o,si,1,1,1.0
si,mañana,si,1,1,1.0
jornada,laboral,si,1,1,1.0
mañana,jajaja,si,1,2,0.5
soty,supersonic,si,1,1,1.0
fuersa,bro,si,1,2,0.5
nosotros,jajajaja,si,1,1,1.0
jajajjq,eso,si,1,1,1.0
nonooo,a,si,1,1,1.0
esa,hora,si,1,2,0.5
ay,apoco,si,1,1,1.0
el,drizzzz,si,1,1,1.0
provechito,eii,si,1,1,1.0
empalagan,pero,si,1,1,1.0
azucar,ay,si,1,1,1.0
ay,si,si,1,1,1.0
no,mañana,si,1,1,1.0
madrugada,dice,si,1,1,1.0
conoci,ayer,si,1,1,1.0
ira,ira,si,1,1,1.0
a,dios,si,1,3,0.3333333333333333
jajaja,busca,si,1,1,1.0
q,no,si,1,9,0.1111111111111111
no,tanto,si,1,2,0.5
de,q,si,1,13,0.07692307692307693
ai,ella,si,1,1,1.0
vdd,q,si,1,2,0.5
y,ya,si,1,3,0.3333333333333333
aaaa,jajajaj,si,1,2,0.5
di,k,si,2,2,1.0
jajaja,eso,si,1,1,1.0
fue,coronel,si,1,1,1.0
xd,okok,si,1,1,1.0
la,paso,si,1,1,1.0
viene,ni,si,1,1,1.0
pues,en,si,1,1,1.0
asi,q,si,2,6,0.3333333333333333
a,avr,si,1,1,1.0
hace,frio,si,1,1,1.0
q,dices,si,1,3,0.3333333333333333
recuerdo,como,si,1,1,1.0
nooombre,pues,si,1,1,1.0
se,graduo,si,1,1,1.0
o,sea,si,1,6,0.16666666666666666
fueron,o,si,1,1,1.0
la,vdd,si,1,4,0.25
xd,eso,si,1,1,1.0
teddy,segun,si,1,1,1.0
juro,ahi,si,1,1,1.0
de,hecho,si,1,7,0.14285714285714285
lugar,pero,si,1,1,1.0
6,jejeje,si,1,1,1.0
q,hola,si,1,1,1.0
ai,jajajjajaja,si,1,1,1.0
jajaja,neta,si,1,1,1.0
a,ver,si,1,2,0.5
creo,que,si,1,1,1.0
tardar,a,si,1,1,1.0
te,parece,si,1,2,0.5
es,que,si,2,6,0.3333333333333333
joder,no,si,1,1,1.0
la,tuyo,si,1,1,1.0
ps,según,si,1,1,1.0
rápidos,aaa,si,1,1,1.0
x2,jajajaj,shhh,1,1,1.0
00,jajajaj,sheesh,1,1,1.0
jajajaj,sheesh,sheesh,1,1,1.0
en,c,sharp,1,1,1.0
frases,de,señora,1,1,1.0
vende,un,señor,1,1,1.0
catsup,y,servilletas,1,1,1.0
están,las,servilletas,1,1,1.0
lastima,q,sera,1,2,0.5
talves,pudiese,ser,1,1,1.0
vibes,de,ser,1,1,1.0
action,debe,ser,1,1,1.0
nomas,x,ser,1,1,1.0
no,jajajaj,sepa,1,1,1.0
crei,x2,sepa,1,1,1.0
yo,pues,sepa,1,1,1.0
clavado,xx,senti,1,1,1.0
y,estuvo,sensiyo,1,1,1.0
la,otra,semana,2,3,0.6666666666666666
examenes,esta,semana,1,1,1.0
examen,esta,semana,1,1,1.0
que,ps,según,1,1,1.0
no,vi,seguro,1,1,1.0
gana,facil,segun,1,1,1.0
q,teddy,segun,1,1,1.0
pues,ya,segun,1,2,0.5
q,no,seee,1,9,0.1111111111111111
kfc,ya,seee,1,1,1.0
escuela,no,seee,1,1,1.0
jajajaj,no,seee,1,4,0.25
kierooo,no,see,1,1,1.0
alucin,noo,seamos,1,1,1.0
feo,o,sea,1,1,1.0
se,si,sea,1,3,0.3333333333333333
sii,donde,sea,1,2,0.5
si,o,sea,1,1,1.0
creo,o,sea,1,1,1.0
vocal,o,sea,1,1,1.0
probabilidad,o,sea,1,1,1.0
y,o,sea,1,1,1.0
donde,si,se,1,1,1.0
pero,apoco,se,1,1,1.0
si,le,se,1,2,0.5
espero,q,se,1,3,0.3333333333333333
q,ni,se,1,2,0.5
era,eseee,se,1,1,1.0
antes,ya,se,1,1,1.0
pero,no,se,4,20,0.2
siii,no,se,1,2,0.5
por,eso,se,1,1,1.0
embeses,si,se,1,1,1.0
q,no,se,3,9,0.3333333333333333
sim,q,se,1,1,1.0
si,no,se,1,9,0.1111111111111111
se,dice,se,1,1,1.0
dios,kien,se,1,1,1.0
jajajajj,no,se,1,1,1.0
ya,no,se,1,8,0.125
x2,no,se,1,1,1.0
auchhhh,no,se,1,1,1.0
pense,q,se,1,2,0.5
de,cadena,se,1,1,1.0
jigumi,asi,se,1,1,1.0
no,si,se,1,3,0.3333333333333333
portada,q,se,1,1,1.0
hacerlo,yo,se,1,1,1.0
los,conocia,se,1,1,1.0
130,bueno,se,1,1,1.0
a,ver,se,1,2,0.5
q,ya,se,1,3,0.3333333333333333
chika,q,se,1,3,0.3333333333333333
q,ella,se,1,2,0.5
su,debut,se,1,1,1.0
chikas,no,se,1,1,1.0
sii,winter,se,1,1,1.0
dicen,q,se,1,1,1.0
25,omg,se,1,1,1.0
q,todas,se,1,1,1.0
en,izone,se,1,1,1.0
vdd,no,se,1,1,1.0
perece,que,se,1,1,1.0
por,tirarla,se,1,1,1.0
sabes,cómo,se,1,1,1.0
jajajaj,no,se,1,4,0.25
tan,rapido,se,1,1,1.0
estadistica,ya,se,1,1,1.0
oye,chika,se,1,1,1.0
ok,ahorita,se,1,1,1.0
eh,máster,se,1,1,1.0
la,ecuacion,se,1,1,1.0
servilletas,que,se,1,1,1.0
eres,debil,saske,1,1,1.0
noooooo,si,sas,1,1,1.0
q,dijeran,samyang,1,1,1.0
de,teddy,same,1,1,1.0
van,a,saltar,1,2,0.5
traer,la,salsa,1,1,1.0
y,me,salieron,1,3,0.3333333333333333
las,10,salia,1,1,1.0
ola,hoy,salgo,1,1,1.0
tiene,25,sakura,1,2,0.5
creo,q,saku,1,10,0.1
si,ojala,saka,1,2,0.5
en,mi,saes,1,6,0.16666666666666666
donde,la,sacaste,1,1,1.0
te,hubieran,sacado,1,1,1.0
q,noob,sacaaaaa,1,1,1.0
porfiiii,yendo,sacaaaaa,1,1,1.0
de,q,sabor,1,13,0.07692307692307693
en,lo,sabido,1,2,0.5
jajaja,si,sabes,1,3,0.3333333333333333
si,tmb,sabes,1,1,1.0
teniamos,uu,sabes,1,1,1.0
en,algunas,sabes,1,1,1.0
akiora,necesito,saber,1,1,1.0
no,le,saben,1,4,0.25
jajajaj,kien,sabeee,2,2,1.0
jajajajajj,quien,sabee,1,1,1.0
x2,sip,sabe,1,1,1.0
mal,quien,sabe,1,1,1.0
o,kien,sabe,1,1,1.0
peto,ojala,sabe,1,1,1.0
hay,si,sabe,1,1,1.0
si,le,sabe,1,2,0.5
que,nadie,sabe,1,1,1.0
la,impresion,s,1,3,0.3333333333333333
son,bastantes,rápidos,1,1,1.0
q,en,ru,1,1,1.0
colab,entre,rose,1,1,1.0
tenia,rayitos,rosas,1,1,1.0
mucho,la,rosa,1,1,1.0
ahora,soy,rokera,1,1,1.0
o,a,rodrigo,1,1,1.0
cuenta,como,rock,1,1,1.0
preparando,mis,robux,1,1,1.0
ola,jugamos,roblox,1,1,1.0
noob,sacaaaaa,roblox,1,1,1.0
fe,al,roblox,1,1,1.0
y,jugar,roblox,1,1,1.0
en,el,roblo,2,6,0.3333333333333333
da,mucha,risa,1,1,1.0
ooo,q,riko,1,1,1.0
ojala,sabe,rika,1,1,1.0
vddero,helado,rico,1,1,1.0
gusta,mucho,rhcp,1,1,1.0
ya,de,repente,1,1,1.0
me,dio,remordimiemto,1,3,0.3333333333333333
modelo,de,regresion,1,1,1.0
puelo,me,regalaron,1,1,1.0
vas,a,regalar,1,1,1.0
rapido,se,refleje,1,1,1.0
programas,me,refiero,1,1,1.0
q,si,red,1,4,0.25
dije,lo,recuerdo,1,1,1.0
de,metodos,recuerdo,1,1,1.0
m,lo,recuerdes,1,1,1.0
suerte,y,recuerda,1,1,1.0
jajajaj,me,recordo,1,1,1.0
si,me,recordaste,1,9,0.1111111111111111
xd,me,recordaste,1,1,1.0
ya,quede,recordaba,1,1,1.0
seguro,me,rechazo,1,1,1.0
no,es,real,1,7,0.14285714285714285
jajaj,100,real,1,1,1.0
la,vida,real,2,7,0.2857142857142857
es,mi,reaccion,1,3,0.3333333333333333
animo,puej,re,1,1,1.0
q,tenia,rayitos,1,1,1.0
tiene,un,ratote,1,1,1.0
estudio,otro,rato,1,1,1.0
ojala,al,rato,1,1,1.0
mas,al,rato,1,1,1.0
te,mejores,rapido,1,1,1.0
q,tan,rapido,1,1,1.0
esta,bn,random,1,4,0.25
escuchado,a,rami,1,1,1.0
como,soy,r,1,1,1.0
nop,porque,qué,1,1,1.0
no,sé,qué,1,1,1.0
para,mañana,quiza,1,2,0.5
no,desepsionada,quisieras,1,1,1.0
busca,si,quieres,1,1,1.0
porque,qué,quieres,1,1,1.0
pues,i,quieres,1,1,1.0
si,dios,quiere,1,1,1.0
ni,si,quiera,1,1,1.0
jajajajja,sii,quien,1,1,1.0
q,mal,quien,1,2,0.5
no,oraaa,quien,1,1,1.0
escena,jajajajajj,quien,1,1,1.0
siiiii,holanda,queso,1,1,1.0
rico,de,queso,1,1,1.0
la,de,queso,1,2,0.5
sioke,pq,queria,1,1,1.0
van,a,querer,1,2,0.5
q,todos,queremos,1,2,0.5
x,favor,queee,1,1,1.0
jajajaj,lol,quedo,1,1,1.0
enseño,ya,quede,1,1,1.0
vamos,a,quedarnos,1,2,0.5
de,q,quedarme,1,13,0.07692307692307693
mono,jajajaja,quedamos,1,1,1.0
yo,asi,queda,1,1,1.0
buenos,dias,que,1,3,0.3333333333333333
hacer,tarea,que,1,2,0.5
tarea,que,que,1,1,1.0
sueño,uu,que,1,1,1.0
neni,0,que,1,1,1.0
a,no,que,1,3,0.3333333333333333
ti,sii,que,1,1,1.0
preparo,ya,que,1,1,1.0
que,fue,que,1,3,0.3333333333333333
jajajajajajaja,umiyado,que,1,1,1.0
no,siii,que,1,1,1.0
otros,meh,que,1,1,1.0
embeses,meh,que,1,1,1.0
uu,espero,que,1,1,1.0
animo,veras,que,1,1,1.0
vda,sip,que,1,1,1.0
tarea,ainoooo,que,1,1,1.0
double,kill,que,1,1,1.0
asi,o,que,1,2,0.5
aunque,siento,que,1,1,1.0
nemonemo,del,que,1,1,1.0
bn,random,que,1,1,1.0
preguntas,es,que,1,1,1.0
ayudaaaaaa,ni,que,1,1,1.0
me,perece,que,1,1,1.0
tengo,pensé,que,1,1,1.0
ernrsto,es,que,1,1,1.0
que,creo,que,1,1,1.0
vimos,eso,que,1,1,1.0
se,es,que,1,1,1.0
chika,es,que,1,1,1.0
bolis,oye,que,1,1,1.0
letras,a,que,1,1,1.0
pues,es,que,1,1,1.0
kepaso,es,que,1,1,1.0
las,servilletas,que,1,1,1.0
productos,tengo,que,1,1,1.0
en,eso,que,1,1,1.0
algo,lastima,q,1,1,1.0
bn,tu,q,1,1,1.0
malito,de,q,1,1,1.0
roblox,es,q,1,1,1.0
pq,siento,q,2,2,1.0
desperte,hajaja,q,1,1,1.0
me,amaban,q,1,1,1.0
yo,kiero,q,1,1,1.0
es,lo,q,1,2,0.5
omggg,la,q,1,1,1.0
combi,espero,q,1,1,1.0
eiii,pense,q,1,1,1.0
aai,asi,q,1,1,1.0
tal,estuvo,q,1,1,1.0
hoy,tengo,q,1,1,1.0
otro,examen,q,1,1,1.0
sii,es,q,1,1,1.0
habia,visto,q,1,2,0.5
jajajaja,si,q,1,3,0.3333333333333333
y,como,q,1,1,1.0
no,lol,q,1,1,1.0
roblox,si,q,1,1,1.0
queee,hay,q,1,1,1.0
aaaa,hay,q,1,1,1.0
jugar,lastima,q,1,1,1.0
juguemoslo,avr,q,1,1,1.0
siiii,hay,q,1,1,1.0
ark,ves,q,1,1,1.0
kiero,lo,q,1,1,1.0
pero,desde,q,1,1,1.0
0,y,q,1,1,1.0
jajajaj,es,q,3,4,0.75
pero,creo,q,1,1,1.0
jajaja,en,q,1,1,1.0
nomas,sim,q,1,1,1.0
fue,ooo,q,1,1,1.0
me,acorde,q,1,3,0.3333333333333333
y,tengo,q,1,1,1.0
tu,ey,q,1,1,1.0
si,si,q,1,8,0.125
x2,de,q,1,1,1.0
mmm,es,q,1,1,1.0
mejor,avr,q,1,1,1.0
y,tu,q,1,7,0.14285714285714285
la,musica,q,1,1,1.0
le,ponen,q,1,1,1.0
quien,sabe,q,1,1,1.0
no,creo,q,1,1,1.0
sabe,espero,q,1,1,1.0
bueno,de,q,1,1,1.0
pure,de,q,1,2,0.5
los,ganaron,q,1,1,1.0
dices,o,q,1,1,1.0
estado,bno,q,1,1,1.0
no,cierto,q,1,2,0.5
chi,ps,q,1,1,1.0
si,tendria,q,1,1,1.0
yo,creo,q,2,2,1.0
y,es,q,1,1,1.0
mas,asi,q,1,1,1.0
apurate,chika,q,1,1,1.0
la,primera,q,1,2,0.5
bien,solo,q,1,1,1.0
siii,solo,q,1,1,1.0
luego,ya,q,1,1,1.0
en,lo,q,1,2,0.5
nokreo,ay,q,1,1,1.0
yo,pense,q,1,1,1.0
obvio,de,q,1,1,1.0
te,diria,q,1,1,1.0
q,creooo,q,1,1,1.0
sea,de,q,1,1,1.0
si,sabes,q,1,1,1.0
no,solo,q,1,1,1.0
uu,de,q,1,2,0.5
conclusion,de,q,1,1,1.0
el,solo,q,1,1,1.0
buena,siii,q,1,1,1.0
complicao,espero,q,1,1,1.0
oraaaa,hay,q,1,1,1.0
sip,que,q,1,1,1.0
asi,de,q,1,1,1.0
el,dia,q,1,1,1.0
tienen,de,q,1,1,1.0
echas,el,q,1,1,1.0
y,en,q,1,2,0.5
ese,jajajaj,q,1,1,1.0
quieres,claro,q,1,1,1.0
real,de,q,1,1,1.0
una,portada,q,1,1,1.0
quede,recordaba,q,1,1,1.0
ojo,vdd,q,1,1,1.0
yo,se,q,1,1,1.0
todos,pensamos,q,1,1,1.0
el,unico,q,1,1,1.0
animo,con,q,1,1,1.0
a,ti,q,1,4,0.25
tal,ja,q,1,1,1.0
coronel,si,q,1,1,1.0
gusta,kurko,q,1,1,1.0
jajj,asi,q,1,1,1.0
jajaj,asi,q,1,1,1.0
si,siguele,q,1,1,1.0
te,dije,q,2,4,0.5
xd,asi,q,1,1,1.0
lo,normal,q,1,1,1.0
si,es,q,1,5,0.2
q,creo,q,1,1,1.0
es,de,q,1,4,0.25
hecho,creo,q,2,2,1.0
baemon,joder,q,1,1,1.0
yo,digo,q,1,1,1.0
rami,siento,q,1,1,1.0
una,chika,q,1,1,1.0
y,decian,q,1,1,1.0
same,productor,q,1,1,1.0
te,digo,q,1,2,0.5
pero,siento,q,1,1,1.0
para,lo,q,1,1,1.0
pero,es,q,1,1,1.0
me,recordaste,q,1,2,0.5
visto,comentarios,q,1,1,1.0
q,dicen,q,1,1,1.0
del,año,q,1,2,0.5
lloro,jajajaj,q,1,1,1.0
xd,es,q,1,2,0.5
sign,lol,q,1,1,1.0
apoko,luego,q,1,1,1.0
no,vdd,q,1,1,1.0
nooo,es,q,1,1,1.0
estamos,aki,q,1,1,1.0
dstos,creo,q,1,1,1.0
no,uff,q,1,1,1.0
pero,tenias,q,1,1,1.0
demostrar,lo,q,1,1,1.0
lo,sabido,q,1,1,1.0
perdon,es,q,1,1,1.0
hola,es,q,1,1,1.0
pasada,creo,q,1,1,1.0
terminas,lo,q,1,1,1.0
con,móni,q,1,1,1.0
coches,es,q,1,1,1.0
me,dijo,q,1,1,1.0
los,programas,q,1,2,0.5
entiendo,creo,q,1,1,1.0
las,derivadas,q,1,1,1.0
no,se,q,1,16,0.0625
tablas,tenemos,q,1,1,1.0
hoy,asi,q,1,1,1.0
perdoname,tienes,q,1,1,1.0
siii,para,q,1,1,1.0
q,o,q,1,1,1.0
charmander,de,q,1,1,1.0
probe,y,q,1,1,1.0
metodos,recuerdo,q,1,1,1.0
pq,decia,q,1,1,1.0
tt,graciaaaaaaas,q,1,1,1.0
grasias,chika,q,1,3,0.3333333333333333
nada,me,puso,1,1,1.0
la,q,pusieron,1,1,1.0
vez,sii,pure,1,1,1.0
sabe,a,pure,1,1,1.0
son,como,puntos,1,2,0.5
3,del,punto,1,1,1.0
pero,no,pule,1,20,0.05
a,dios,pues,1,3,0.3333333333333333
q,dices,pues,1,3,0.3333333333333333
ayer,nooombre,pues,1,1,1.0
soy,yo,pues,1,1,1.0
quieres,jajaja,pues,1,1,1.0
fotos,pero,pues,1,1,1.0
ejemplo,jjaajaja,pues,1,1,1.0
girl,y,pues,1,1,1.0
ocupada,no,puelo,1,1,1.0
si,no,puelo,1,9,0.1111111111111111
jajajaj,animo,puej,1,1,1.0
que,no,puedooo,1,3,0.3333333333333333
mañana,no,puedo,1,1,1.0
pero,no,puedo,1,20,0.05
si,lo,puedo,1,5,0.2
ya,no,puedes,1,8,0.125
ira,si,puedes,1,1,1.0
emocionado,me,puedes,1,1,1.0
fueron,nos,puedes,1,1,1.0
oye,me,puedes,1,1,1.0
intenso,talves,pudiese,1,1,1.0
q,tal,ps,1,7,0.14285714285714285
a,si,ps,1,5,0.2
quiza,y,ps,1,1,1.0
entiendo,chi,ps,1,1,1.0
gustan,y,ps,1,1,1.0
eso,que,ps,1,2,0.5
si,sea,prudente,1,1,1.0
en,un,prro,1,1,1.0
acaba,el,prox,1,1,1.0
a,ti,provecho,1,4,0.25
jajajaj,va,provechito,1,1,1.0
a,vale,provechito,1,1,1.0
malitos,los,programas,1,1,1.0
a,los,programas,1,2,0.5
entregar,unos,programas,1,1,1.0
pq,mi,profe,1,1,1.0
pasado,el,profe,1,1,1.0
de,un,prof,1,4,0.25
q,tabla,productos,1,1,1.0
teddy,same,productor,1,1,1.0
grupo,esta,producido,1,1,1.0
sobre,el,problemario,1,1,1.0
nada,tuviste,problema,1,1,1.0
buscado,el,problema,1,1,1.0
me,las,probe,1,1,1.0
la,he,probado,1,1,1.0
no,he,probado,1,3,0.3333333333333333
vieron,en,probabilidad,1,1,1.0
la,idea,primero,1,1,1.0
en,la,primera,1,12,0.08333333333333333
sing,la,primera,1,1,1.0
me,puedes,prestar,1,2,0.5
q,se,preparo,1,6,0.16666666666666666
siiii,ve,preparando,1,1,1.0
si,me,pregunto,1,9,0.1111111111111111
de,5,preguntas,1,1,1.0
o,q,preguntale,1,2,0.5
problemario,otra,pregunta,1,1,1.0
iba,a,predecir,1,1,1.0
sea,el,precio,1,1,1.0
califico,la,practica,1,1,1.0
andaba,devorando,pqqq,1,1,1.0
para,estudiar,pq,1,1,1.0
dio,remordimiemto,pq,1,1,1.0
9,sioke,pq,1,1,1.0
quisieras,na,pq,1,1,1.0
jajajaj,oraaaa,pq,1,1,1.0
tener,dieces,pq,1,1,1.0
caro,boomer,pq,1,1,1.0
impresion,jajajaja,pq,1,1,1.0
jajsjsja,siii,pq,1,1,1.0
s,no,pq,1,1,1.0
claro,nada,pq,1,1,1.0
peor,y,pq,1,1,1.0
me,gustan,pq,1,3,0.3333333333333333
bajo,no,pq,1,1,1.0
con,nemonemo,pq,1,1,1.0
encontreee,akeno,pq,1,1,1.0
se,supone,pq,1,1,1.0
esta,gen,pq,1,1,1.0
x,baemon,pq,1,1,1.0
algunas,miembros,pq,1,1,1.0
e,master,pq,1,1,1.0
de,fotos,pq,1,1,1.0
y,entonces,pq,1,1,1.0
si,q,posser,1,4,0.25
tenia,una,portada,1,1,1.0
ola,perdon,porrr,1,1,1.0
querer,nop,porque,1,1,1.0
rodrigo,o,porque,1,1,1.0
dig,clase,porque,1,1,1.0
llama,don,porfirio,1,1,1.0
poke,cualeeees,porfiiii,1,1,1.0
esos,4,porfa,1,1,1.0
hora,perdon,por,1,1,1.0
diverti,gracias,por,1,1,1.0
sobre,todo,por,1,1,1.0
botate,nooo,por,1,1,1.0
si,si,por,1,8,0.125
estaaaaa,tt,por,1,1,1.0
esta,producido,por,1,1,1.0
animo,pero,por,1,1,1.0
tranqui,como,pooooorrrrr,1,1,1.0
saes,es,ponpompurin,1,1,1.0
eso,nomas,pones,1,1,1.0
risa,cuando,pones,1,1,1.0
sé,qué,poner,1,1,1.0
q,le,ponen,1,2,0.5
si,vda,pon,1,1,1.0
no,grasias,poke,1,2,0.5
no,kiero,poke,1,3,0.3333333333333333
dengue,bendiciones,poke,1,1,1.0
estoy,triste,poke,1,1,1.0
x2,bueno,poke,1,1,1.0
ya,cenaste,poke,1,1,1.0
te,creoooo,poke,1,1,1.0
favorsote,ontan,poke,1,1,1.0
llegue,tiene,poco,1,1,1.0
q,un,poco,1,1,1.0
que,bueno,pobrecita,1,2,0.5
adictivo,jajajja,pobre,1,1,1.0
esta,en,pluma,1,1,1.0
un,favor,plis,1,1,1.0
es,como,plantear,1,1,1.0
lo,de,planilandia,1,5,0.2
es,tu,pieza,1,1,1.0
nada,más,pienso,1,1,1.0
deja,los,pido,1,1,1.0
si,lo,pidio,1,5,0.2
los,voy,pidiendo,1,1,1.0
q,te,picaste,1,6,0.16666666666666666
kien,se,peto,1,1,1.0
ya,estaba,petada,1,2,0.5
cual,100000000,peso,1,1,1.0
jajajaj,el,perrito,1,1,1.0
me,dejaron,perrito,1,1,1.0
no,jajaj,pero,1,2,0.5
estuve,bn,pero,1,1,1.0
kibble,jajajajaja,pero,1,1,1.0
estoy,aburrida,pero,1,1,1.0
me,dormi,pero,1,1,1.0
soñaste,bn,pero,1,1,1.0
lo,topaba,pero,1,1,1.0
22,claro,pero,1,1,1.0
le,se,pero,1,1,1.0
momento,aun,pero,1,1,1.0
orita,kisiese,pero,1,1,1.0
la,historia,pero,1,1,1.0
mimi,bn,pero,1,3,0.3333333333333333
