Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
vídeos,que,sacamos,1,1,1.0
el,que,sacamos,1,4,0.25
en,escom,sabes,1,1,1.0
por,cierto,sabes,1,3,0.3333333333333333
<,si,sabes,1,23,0.043478260869565216
pero,están,rápidos,1,1,1.0
las,calificaciones,rápido,1,1,1.0
mas,entra,rápido,1,1,1.0
fue,al,revés,1,1,1.0
porque,lo,resumí,1,3,0.3333333333333333
de,los,resultados,1,15,0.06666666666666667
tienen,los,resultados,1,1,1.0
raro,el,resultado,1,1,1.0
problema,se,resuelve,1,1,1.0
de,mis,respuestas,1,1,1.0
de,las,respuestas,1,10,0.1
subí,las,respuestas,1,1,1.0
olvídalo,ya,resolví,1,1,1.0
tiene,que,resolver,1,1,1.0
aún,existen,residuos,1,1,1.0
apropiado,para,reproducir,1,1,1.0
evitarán,la,reproducción,1,1,1.0
se,está,representando,1,1,1.0
lo,del,reporte,1,7,0.14285714285714285
todo,el,reporte,1,2,0.5
pues,se,repetiría,1,1,1.0
como,nos,repartimos,1,1,1.0
dependiente,el,rendimiento,1,1,1.0
es,hasta,regresando,1,1,1.0
doy,tu,regalo,1,1,1.0
que,se,refiere,1,4,0.25
si,se,refiere,1,7,0.14285714285714285
pasar,tus,referencias,1,1,1.0
tines,la,referencia,1,1,1.0
lo,que,redactaste,1,29,0.034482758620689655
vas,a,redactar,1,5,0.2
ya,quedó,redactado,1,6,0.16666666666666666
tengo,duda,recuerdas,1,1,1.0
tuvo,que,recortar,1,1,1.0
bueno,en,realidad,1,1,1.0
o,jajajaja,rayos,1,2,0.5
<,jaja,rayos,1,4,0.25
o,jajaja,rayos,1,1,1.0
en,un,rato,1,2,0.5
está,medio,raro,1,1,1.0
quedó,todo,raro,1,1,1.0
pus,está,raro,1,1,1.0
ví,medio,raro,1,1,1.0
hice,algo,raro,1,1,1.0
número,de,rafa,1,1,1.0
fue,en,qué,1,1,1.0
a,ver,qué,1,10,0.1
vemos,en,qué,1,1,1.0
ya,ver,qué,1,1,1.0
<,en,qué,1,2,0.5
se,te,quitó,1,1,1.0
también,que,quitarás,1,1,1.0
hay,que,quitarlo,1,3,0.3333333333333333
irving,te,quiero,1,1,1.0
que,si,quieres,2,16,0.125
introducción,si,quieres,1,1,1.0
pongo,si,quieres,1,1,1.0
a,jajaja,quieres,1,10,0.1
<,si,quieres,2,23,0.08695652173913043
si,lo,quieres,4,8,0.5
ejemplo,si,quieres,1,1,1.0
se,lo,quieres,1,5,0.2
tú,si,quieres,1,1,1.0
por,si,quieres,1,7,0.14285714285714285
pues,si,quieres,4,11,0.36363636363636365
o,si,quieres,1,3,0.3333333333333333
sé,le,quieres,1,1,1.0
si,le,quieres,1,4,0.25
dejalo,si,quieres,1,1,1.0
esa,si,quieres,1,1,1.0
literatura,que,quiere,1,1,1.0
se,si,quieras,1,4,0.25
si,mejor,quieras,1,2,0.5
sé,si,quieras,1,5,0.2
si,ernesto,quiera,1,1,1.0
creo,que,quiera,1,22,0.045454545454545456
que,solo,quería,1,2,0.5
acabe,porque,quedó,1,1,1.0
<,ya,quedó,2,7,0.2857142857142857
que,ya,quedó,2,11,0.18181818181818182
jajaja,ya,quedó,1,2,0.5
si,ya,quedó,1,2,0.5
oye,te,quedaste,1,4,0.25
bien,como,quedaría,1,1,1.0
todos,se,quedaron,1,1,1.0
<,ya,quedaron,1,7,0.14285714285714285
vas,a,quedar,1,5,0.2
vamos,a,quedar,1,5,0.2
va,a,quedar,1,5,0.2
si,nos,quedamos,1,5,0.2
<,ahí,queda,1,1,1.0
o,vídeos,que,1,1,1.0
todos,es,que,1,1,1.0
igual,anoté,que,1,1,1.0
son,los,que,1,1,1.0
estaba,viendo,que,1,1,1.0
pues,sería,que,1,1,1.0
y,también,que,1,3,0.3333333333333333
mas,checa,que,1,1,1.0
paso,lo,que,1,1,1.0
el,ejercicio,que,1,2,0.5
fue,lo,que,1,1,1.0
el,2,que,1,1,1.0
es,el,que,1,5,0.2
si,es,que,4,8,0.5
para,asegurar,que,1,1,1.0
la,maestra,que,2,3,0.6666666666666666
mando,el,que,1,1,1.0
y,siento,que,1,1,1.0
según,lo,que,2,2,1.0
de,lo,que,8,10,0.8
iso,es,que,1,1,1.0
el,formato,que,1,1,1.0
jajaja,creo,que,1,1,1.0
la,información,que,1,2,0.5
jajaja,quieres,que,1,1,1.0
pase,lo,que,1,1,1.0
si,tenía,que,1,1,1.0
clases,es,que,1,1,1.0
a,ernesto,que,1,3,0.3333333333333333
usar,el,que,1,1,1.0
y,dijo,que,2,2,1.0
esta,lo,que,1,1,1.0
hpc,dijiste,que,1,1,1.0
solo,tenemos,que,1,1,1.0
jajaja,es,que,1,2,0.5
andábamos,diciendo,que,1,1,1.0
jajaja,pensé,que,2,2,1.0
porque,puso,que,1,1,1.0
ya,es,que,1,4,0.25
se,tienen,que,1,1,1.0
yo,creo,que,6,7,0.8571428571428571
bueno,es,que,2,3,0.6666666666666666
como,dijo,que,1,1,1.0
que,teníamos,que,2,2,1.0
<,es,que,3,5,0.6
o,tienes,que,1,1,1.0
ocelot,es,que,1,1,1.0
no,se,que,1,10,0.1
porque,supongo,que,1,1,1.0
la,práctica,que,1,2,0.5
jajajajaja,pensé,que,1,1,1.0
dijo,ernesto,que,1,1,1.0
falta,otra,que,1,1,1.0
le,dije,que,1,1,1.0
pues,es,que,3,3,1.0
jajaja,pero,que,1,5,0.2
eso,y,que,1,3,0.3333333333333333
jaja,tu,que,1,1,1.0
sabes,hasta,que,1,1,1.0
nivel,tienes,que,1,1,1.0
el,b2,que,1,1,1.0
cuál,dijiste,que,1,1,1.0
el,tema,que,1,4,0.25
vava,es,que,1,1,1.0
tema,del,que,1,1,1.0
era,el,que,1,3,0.3333333333333333
le,decimos,que,1,1,1.0
temario,creo,que,1,1,1.0
<,creo,que,5,5,1.0
la,primera,que,1,1,1.0
corregir,lo,que,1,1,1.0
todo,lo,que,1,1,1.0
ajá,es,que,1,1,1.0
se,tenía,que,1,1,1.0
seguro,es,que,1,1,1.0
ver,mañana,que,1,1,1.0
jajaja,pues,que,1,2,0.5
tema,para,que,1,1,1.0
la,literatura,que,1,1,1.0
grupo,ahí,que,1,1,1.0
pero,tenemos,que,1,1,1.0
después,de,que,1,1,1.0
señora,tuvo,que,1,1,1.0
dijo,como,que,1,1,1.0
jaja,solo,que,1,2,0.5
si,tenemos,que,1,1,1.0
que,lo,que,2,7,0.2857142857142857
teórico,hay,que,1,1,1.0
lo,siguiente,que,1,1,1.0
ahorita,creo,que,1,1,1.0
ernesto,dice,que,1,1,1.0
que,creo,que,2,2,1.0
que,dice,que,1,3,0.3333333333333333
se,tiene,que,1,1,1.0
del,codigo,que,1,1,1.0
jaja,es,que,3,3,1.0
pero,creo,que,1,1,1.0
es,necesario,que,1,2,0.5
pasó,lo,que,1,1,1.0
hizo,para,que,1,1,1.0
cuestionario,para,que,1,1,1.0
es,lo,que,1,5,0.2
era,lo,que,1,1,1.0
como,decirle,que,1,1,1.0
no,creo,que,2,3,0.6666666666666666
ya,tengo,que,1,1,1.0
pero,es,que,2,2,1.0
con,lo,que,4,6,0.6666666666666666
no,ves,que,1,1,1.0
como,poner,que,1,1,1.0
cierto,sabes,que,1,1,1.0
personas,decian,que,1,1,1.0
si,crees,que,1,1,1.0
eso,como,que,1,1,1.0
los,síntomas,que,1,2,0.5
te,digo,que,1,3,0.3333333333333333
sería,como,que,1,2,0.5
los,temas,que,1,1,1.0
sip,creo,que,1,1,1.0
si,hay,que,1,1,1.0
no,sé,que,1,9,0.1111111111111111
las,carreras,que,1,1,1.0
en,la,que,1,7,0.14285714285714285
por,lo,que,1,3,0.3333333333333333
decíamos,de,que,1,1,1.0
la,única,que,1,1,1.0
un,autor,que,1,1,1.0
que,decía,que,1,2,0.5
yo,digo,que,2,2,1.0
rafa,es,que,1,1,1.0
llegas,para,que,1,1,1.0
pues,creo,que,1,1,1.0
y,creo,que,1,1,1.0
marcado,lo,que,1,1,1.0
que,siento,que,1,1,1.0
pero,siento,que,1,1,1.0
ahí,lo,que,1,1,1.0
<,y,que,1,11,0.09090909090909091
<,hay,que,1,3,0.3333333333333333
o,menos,que,1,1,1.0
<,para,que,1,2,0.5
yo,pensé,que,1,1,1.0
no,para,que,1,1,1.0
más,pensé,que,1,1,1.0
repartimos,lo,que,1,1,1.0
quieres,crees,que,1,1,1.0
algo,de,que,1,6,0.16666666666666666
el,dataset,que,1,1,1.0
se,pone,que,1,1,1.0
jaja,crees,que,1,1,1.0
lo,bueno,que,1,1,1.0
existen,residuos,que,1,1,1.0
<,jajajja,que,1,1,1.0
<,a,que,1,69,0.014492753623188406
pregunta,es,que,1,1,1.0
el,toffoli,que,1,1,1.0
<,irving,pásame,1,1,1.0
en,la,página,1,7,0.14285714285714285
historias,porque,puso,1,1,1.0
lo,que,pusiste,1,29,0.034482758620689655
<,lo,pusiste,1,2,0.5
no,lo,pusimos,1,4,0.25
<,porque,puse,1,4,0.25
y,le,puse,1,2,0.5
temas,que,puse,1,1,1.0
lo,que,puse,1,29,0.034482758620689655
ver,le,puse,1,1,1.0
que,le,puse,1,5,0.2
igual,le,puse,1,1,1.0
a,vava,pus,1,9,0.1111111111111111
si,quieres,pus,1,16,0.0625
<,si,pus,1,23,0.043478260869565216
no,ma,pus,1,4,0.25
<,jajaj,pus,1,5,0.2
mi,primer,punto,1,1,1.0
en,los,puestos,1,3,0.3333333333333333
grupos,y,pues,1,1,1.0
lugar,y,pues,1,1,1.0
<,holaa,pues,1,10,0.1
jajaja,no,pues,1,3,0.3333333333333333
jajajaj,no,pues,1,1,1.0
<,si,pues,2,23,0.08695652173913043
<,jajaja,pues,2,19,0.10526315789473684
jajaja,si,pues,1,3,0.3333333333333333
<,pero,pues,2,12,0.16666666666666666
<,a,pues,1,69,0.014492753623188406
también,si,pues,1,1,1.0
solos,y,pues,1,1,1.0
<,mmm,pues,1,1,1.0
con,esas,pues,1,1,1.0
<,jajajaja,pues,1,7,0.14285714285714285
<,sip,pues,1,37,0.02702702702702703
para,explicarlo,pues,1,2,0.5
pusimos,pero,pues,1,1,1.0
jaja,porque,pues,1,2,0.5
<,y,pues,1,11,0.09090909090909091
<,mmmm,pues,2,3,0.6666666666666666
<,porque,pues,1,4,0.25
carrera,entonces,pues,1,1,1.0
después,y,pues,1,1,1.0
si,no,pues,1,6,0.16666666666666666
está,bien,pues,1,11,0.09090909090909091
<,rayosss,pues,1,1,1.0
cerró,la,puerta,1,1,1.0
irving,me,puedes,1,3,0.3333333333333333
oye,me,puedes,1,8,0.125
si,se,puede,1,7,0.14285714285714285
que,me,puedas,1,3,0.3333333333333333
del,que,pudiéramos,1,1,1.0
evaluar,con,prácticas,1,1,1.0
de,la,práctica,1,20,0.05
<,la,práctica,1,1,1.0
lo,de,prueba,1,24,0.041666666666666664
prácticas,y,proyecto,1,1,1.0
lo,del,proyecto,1,7,0.14285714285714285
reproducir,las,propiedades,1,1,1.0
eres,más,propenso,1,1,1.0
codigo,que,programo,1,1,1.0
funcionará,el,programa,1,1,1.0
de,baja,progra,1,1,1.0
1,del,problemario,1,1,1.0
era,el,problema,1,3,0.3333333333333333
para,el,problema,1,4,0.25
si,tú,problema,1,1,1.0
hoy,en,proba,1,1,1.0
redactado,lo,primero,1,1,1.0
desde,el,primerito,1,1,1.0
solo,las,primeras,1,1,1.0
fue,la,primera,1,1,1.0
el,del,primer,1,2,0.5
de,la,primer,1,20,0.05
es,mi,primer,1,1,1.0
te,la,presto,1,3,0.3333333333333333
andaba,bien,prendido,1,1,1.0
porque,le,pregunté,1,1,1.0
ni,te,pregunté,1,1,1.0
que,le,pregunte,1,5,0.2
agregué,3,preguntas,1,1,1.0
de,las,preguntas,1,10,0.1
si,le,preguntas,1,4,0.25
son,distintas,preguntas,1,1,1.0
si,quieras,preguntarle,1,2,0.5
iba,a,preguntar,1,3,0.3333333333333333
qué,le,preguntan,1,1,1.0
que,te,preguntan,1,7,0.14285714285714285
oye,una,pregunta,1,2,0.5
puse,esta,pregunta,1,1,1.0
la,ultima,pregunta,1,1,1.0
dirección,y,precio,1,1,1.0
jajaja,pero,porqué,1,5,0.2
la,mañana,porque,1,2,0.5
está,bien,porque,1,11,0.09090909090909091
diapositivas,jaja,porque,1,1,1.0
el,software,porque,1,1,1.0
lo,acabe,porque,1,1,1.0
primer,parcial,porque,1,1,1.0
algunas,palabras,porque,1,1,1.0
los,derrames,porque,1,1,1.0
las,historias,porque,1,2,0.5
funciona,pero,porque,1,1,1.0
y,yo,porque,1,2,0.5
quieres,ir,porque,1,1,1.0
en,orden,porque,1,1,1.0
recortar,mucho,porque,1,1,1.0
irlo,avanzando,porque,1,1,1.0
de,esos,porque,1,2,0.5
combinado,jajaja,porque,1,1,1.0
del,tda,porque,1,2,0.5
quitarlo,jaja,porque,1,1,1.0
de,eso,porque,1,2,0.5
te,digo,porque,1,3,0.3333333333333333
<,noooo,porque,1,2,0.5
te,vayas,porque,1,2,0.5
no,sé,porque,1,9,0.1111111111111111
de,hoy,porfa,1,1,1.0
fotitos,jajaja,porfa,1,1,1.0
en,cómputo,porfa,1,1,1.0
programo,dieguito,porfa,1,1,1.0
el,maestro,porfa,1,1,1.0
dermatólogo,xd,porfa,1,1,1.0
de,datos,por,1,5,0.2
pero,osea,por,1,1,1.0
fue,botello,por,1,1,1.0
que,resolver,por,1,1,1.0
y,también,por,1,3,0.3333333333333333
de,ia,por,1,1,1.0
sip,oye,por,1,1,1.0
tomar,eso,por,1,1,1.0
pero,igual,por,1,2,0.5
maestra,jajaja,por,1,1,1.0
subjetivos,jajaja,por,1,1,1.0
consejos,adicionales,por,1,2,0.5
al,grupo,por,1,2,0.5
perdón,pero,por,1,1,1.0
pusiste,ahora,por,1,1,1.0
está,representando,por,1,1,1.0
<,sip,por,1,37,0.02702702702702703
similar,y,por,1,1,1.0
sala,14,por,1,1,1.0
por,ahí,por,1,1,1.0
mmmm,gracias,por,1,1,1.0
vayas,caminando,por,1,1,1.0
del,jack,por,1,1,1.0
le,metí,poquito,1,1,1.0
entonces,andaba,poniendo,1,1,1.0
ahorita,los,pongo,1,2,0.5
quieres,dejar,pongo,1,1,1.0
se,lo,pongo,1,5,0.2
cómo,lo,pongo,1,2,0.5
sea,bueno,ponerlo,1,1,1.0
también,falta,poner,1,1,1.0
tenemos,que,poner,1,3,0.3333333333333333
vamos,a,poner,1,5,0.2
es,como,poner,1,2,0.5
nos,falto,poner,1,2,0.5
voy,a,poner,1,9,0.1111111111111111
para,solo,poner,1,1,1.0
pues,le,ponemos,1,1,1.0
<,se,pone,1,1,1.0
cómo,se,pondría,1,1,1.0
ernesto,que,podíamos,1,2,0.5
que,si,podía,2,16,0.125
siento,que,podrías,1,3,0.3333333333333333
otro,apartado,podría,1,1,1.0
tanto,se,podría,1,1,1.0
es,que,podría,1,28,0.03571428571428571
llegar,para,poder,1,1,1.0
de,eso,podemos,1,2,0.5
modifique,un,poco,1,1,1.0
de,la,poblacion,1,20,0.05
mañana,lo,platicamos,1,2,0.5
tener,un,plan,1,1,1.0
modo,le,pido,1,1,1.0
que,nos,piden,1,4,0.25
de,cuantas,personas,1,1,1.0
en,vacaciones,pero,1,1,1.0
lo,mismo,pero,2,3,0.6666666666666666
el,grupo,pero,1,2,0.5
medio,raro,pero,1,2,0.5
está,mal,pero,1,1,1.0
no,maaaa,pero,1,1,1.0
tus,referencias,pero,1,1,1.0
parecía,conclusión,pero,1,1,1.0
jajajaj,xd,pero,1,1,1.0
aaaa,ya,pero,1,1,1.0
si,iré,pero,1,1,1.0
me,jala,pero,1,1,1.0
que,onda,pero,1,1,1.0
me,funciona,pero,1,1,1.0
algo,ahorita,pero,1,1,1.0
no,jaja,pero,1,6,0.16666666666666666
unos,ejercicios,pero,1,1,1.0
a,sip,pero,1,7,0.14285714285714285
primer,actividad,pero,1,1,1.0
idea,jajaja,pero,1,1,1.0
no,creo,pero,1,3,0.3333333333333333
que,si,pero,1,16,0.0625
ya,vámonos,pero,1,1,1.0
por,excel,pero,1,1,1.0
mi,casa,pero,1,3,0.3333333333333333
me,dijo,pero,1,2,0.5
programa,2,pero,1,1,1.0
del,caars,pero,1,1,1.0
su,cita,pero,1,1,1.0
no,jajajaj,pero,1,2,0.5
los,autores,pero,1,4,0.25
lo,pusimos,pero,1,1,1.0
combinar,jajaja,pero,1,1,1.0
datos,no,pero,1,1,1.0
<,pero,pero,1,12,0.08333333333333333
digo,yo,pero,1,1,1.0
al,revés,pero,1,1,1.0
<,jajaja,pero,1,19,0.05263157894736842
jajaja,perdón,pero,1,1,1.0
son,iguales,pero,1,1,1.0
puede,jajaja,pero,1,1,1.0
buscarlo,jajaja,pero,1,1,1.0
puse,eso,pero,1,2,0.5
puse,conclusiones,pero,1,1,1.0
o,jajajaja,perdón,1,2,0.5
ma,jajaja,perdón,1,1,1.0
má,jajaja,pensé,1,2,0.5
a,jajajajaja,pensé,1,1,1.0
y,mira,pensé,1,2,0.5
manches,jajaja,pensé,1,1,1.0
raro,yo,pensé,1,1,1.0
eso,más,pensé,1,1,1.0
que,habías,pensado,1,1,1.0
que,yo,pensaba,1,2,0.5
quitó,la,pena,1,1,1.0
hay,un,peluchito,1,1,1.0
se,lo,pedí,1,5,0.2
va,a,pedir,1,5,0.2
subir,el,pdf,1,1,1.0
sigue,un,patrón,1,1,1.0
esme,me,pasó,1,1,1.0
<,que,pasó,1,3,0.3333333333333333
te,lo,paso,1,2,0.5
oye,te,paso,1,4,0.25
los,del,paso,1,1,1.0
te,las,paso,1,2,0.5
y,que,paso,1,2,0.5
<,que,paso,1,3,0.3333333333333333
en,el,pasillo,1,7,0.14285714285714285
por,el,pasillo,1,2,0.5
que,te,pase,1,7,0.14285714285714285
irving,me,pasas,2,3,0.6666666666666666
oye,me,pasas,7,8,0.875
me,puedes,pasar,1,2,0.5
voy,a,pasar,1,9,0.1111111111111111
vuelve,a,pasar,1,1,1.0
me,puedas,pasar,1,1,1.0
la,clase,pasada,1,2,0.5
aún,no,pasa,1,2,0.5
ma,se,pasa,1,1,1.0
sea,la,parte,1,1,1.0
es,una,parte,1,1,1.0
en,tu,parte,1,1,1.0
palabras,porque,parecía,1,1,1.0
qué,salieron,parecidos,1,1,1.0
patrón,tendencia,parecido,1,1,1.0
del,primer,parcial,1,1,1.0
nop,este,parcial,1,1,1.0
baja,progra,para,1,1,1.0
es,solo,para,1,2,0.5
<,oye,para,1,35,0.02857142857142857
dijiste,que,para,1,2,0.5
que,es,para,1,6,0.16666666666666666
dto,es,para,1,1,1.0
un,get,para,1,1,1.0
quieres,venirte,para,1,1,1.0
que,llegar,para,1,1,1.0
nos,piden,para,1,1,1.0
pregunta,como,para,1,1,1.0
el,tema,para,1,4,0.25
que,hizo,para,1,1,1.0
ese,documento,para,1,1,1.0
el,cuestionario,para,1,1,1.0
falta,mucho,para,1,1,1.0
jaja,entonces,para,1,1,1.0
es,suficiente,para,1,1,1.0
pues,si,para,1,11,0.09090909090909091
redactaste,tu,para,1,1,1.0
con,frida,para,1,1,1.0
si,llegas,para,1,1,1.0
si,no,para,1,6,0.16666666666666666
más,apropiado,para,1,1,1.0
del,tt,para,1,1,1.0
pasillo,ya,para,1,1,1.0
<,a,para,1,69,0.014492753623188406
vayas,con,pao,1,1,1.0
llegues,a,panti,1,1,1.0
y,algunas,palabras,1,1,1.0
hola,:3,oye,4,4,1.0
holaa,:3,oye,1,2,0.5
hola,jaja,oye,1,3,0.3333333333333333
<,holaaa,oye,2,3,0.6666666666666666
<,holaa,oye,5,10,0.5
<,oye,oye,11,35,0.3142857142857143
si,jaja,oye,1,6,0.16666666666666666
holaaa,oye,oye,1,2,0.5
<,a,oye,2,69,0.028985507246376812
<,sip,oye,1,37,0.02702702702702703
<,hola,oye,1,11,0.09090909090909091
entregaron,y,otros,1,1,1.0
y,el,otro,1,3,0.3333333333333333
ellos,usarían,otro,1,1,1.0
lo,del,otro,1,7,0.14285714285714285
con,lo,otro,1,6,0.16666666666666666
pasa,el,otro,1,1,1.0
botella,a,otro,1,1,1.0
es,la,otra,1,2,0.5
esas,falta,otra,1,1,1.0
<,pero,osea,1,12,0.08333333333333333
la,serie,original,1,2,0.5
poco,el,orden,1,1,1.0
vimos,en,orden,1,2,0.5
se,que,onda,1,1,1.0
se,me,ocurre,1,1,1.0
dataset,que,ocupamos,1,1,1.0
sin,el,ocelot,1,1,1.0
las,fotos,o,1,1,1.0
última,clase,o,1,1,1.0
el,model,o,1,2,0.5
se,delimitaba,o,1,1,1.0
que,corregir,o,1,1,1.0
con,ernesto,o,1,2,0.5
lo,hacía,o,1,1,1.0
que,quiera,o,1,1,1.0
es,igual,o,1,1,1.0
quieres,decir,o,1,2,0.5
que,puse,o,1,2,0.5
resultados,más,o,1,1,1.0
del,sushi,o,1,1,1.0
pasas,el,número,1,4,0.25
conclusión,de,nuestro,1,1,1.0
<,jaja,ntp,1,4,0.25
está,bien,ntp,1,11,0.09090909090909091
gracias,y,ntp,1,1,1.0
<,porque,nou,1,4,0.25
de,las,notas,1,10,0.1
que,igual,nosotros,1,1,1.0
lo,acabamos,nosotros,1,1,1.0
ya,no,nos,1,5,0.2
bien,entonces,nos,1,2,0.5
que,no,nos,1,13,0.07692307692307693
alomejor,ya,nos,1,1,1.0
jaja,si,nos,1,4,0.25
b2,que,nos,1,1,1.0
como,si,nos,1,1,1.0
y,ya,nos,1,11,0.09090909090909091
pero,si,nos,1,3,0.3333333333333333
lo,que,nos,1,29,0.034482758620689655
sabes,que,nos,1,1,1.0
entonces,si,nos,1,5,0.2
que,si,nos,1,16,0.0625
de,como,nos,1,1,1.0
crees,que,nos,1,3,0.3333333333333333
si,mañana,nos,1,1,1.0
es,el,normal,1,5,0.2
poner,los,nombres,1,3,0.3333333333333333
tiene,mi,nombre,1,1,1.0
pasar,el,nombre,1,1,1.0
:3,buenas,noches,1,1,1.0
en,la,noche,1,7,0.14285714285714285
del,28,no,1,1,1.0
:3,ya,no,1,1,1.0
<,a,no,7,69,0.10144927536231885
no,espera,no,1,1,1.0
en,si,no,1,1,1.0
asegurar,que,no,1,1,1.0
holaa,pues,no,1,1,1.0
<,oooo,no,1,1,1.0
las,dio,no,1,1,1.0
intro,aun,no,1,1,1.0
es,que,no,6,28,0.21428571428571427
diciendo,que,no,1,1,1.0
má,jajaja,no,1,2,0.5
a,jajaja,no,1,10,0.1
el,front,no,1,1,1.0
en,sql,no,1,1,1.0
que,eso,no,1,1,1.0
lo,dejo,no,1,1,1.0
si,bueno,no,1,1,1.0
pero,si,no,1,3,0.3333333333333333
ernesto,que,no,1,2,0.5
oye,mañana,no,2,2,1.0
pero,ahorita,no,1,1,1.0
dijo,que,no,1,3,0.3333333333333333
<,entonces,no,1,4,0.25
a,jajajaj,no,1,1,1.0
vava,igual,no,1,1,1.0
con,botello,no,1,1,1.0
y,otros,no,1,1,1.0
algunas,cosas,no,1,1,1.0
corregir,o,no,1,1,1.0
verdad,ya,no,1,1,1.0
al,auditorio,no,1,1,1.0
no,jaja,no,1,6,0.16666666666666666
computadora,entonces,no,1,1,1.0
está,bien,no,1,11,0.09090909090909091
<,jajaja,no,1,19,0.05263157894736842
oye,oye,no,1,12,0.08333333333333333
pero,aún,no,1,1,1.0
cita,pero,no,1,1,1.0
que,falta,no,1,1,1.0
hacía,o,no,1,1,1.0
jajajaj,pero,no,1,1,1.0
jajaja,porque,no,1,1,1.0
que,ya,no,3,11,0.2727272727272727
pues,si,no,1,11,0.09090909090909091
de,datos,no,1,5,0.2
no,pero,no,1,1,1.0
de,que,no,1,3,0.3333333333333333
cada,carrera,no,1,1,1.0
para,que,no,1,6,0.16666666666666666
ven,aún,no,1,1,1.0
<,pero,no,1,12,0.08333333333333333
o,si,no,1,3,0.3333333333333333
<,si,no,1,23,0.043478260869565216
<,jajaj,no,1,5,0.2
revés,pero,no,1,1,1.0
<,jajajajaja,no,2,2,1.0
a,celis,no,1,2,0.5
<,hay,no,1,3,0.3333333333333333
no,jajaj,no,1,2,0.5
la,tengo,no,1,2,0.5
<,oye,no,1,35,0.02857142857142857
última,gráfica,no,1,1,1.0
sushi,o,no,1,1,1.0
creo,que,no,1,22,0.045454545454545456
la,aproximación,no,1,1,1.0
eso,pero,no,1,1,1.0
conclusiones,pero,no,1,1,1.0
<,jajajaja,no,1,7,0.14285714285714285
ver,si,no,1,5,0.2
total,cuantos,niveles,1,1,1.0
hasta,que,nivel,1,1,1.0
no,había,ningún,1,1,1.0
bueno,ya,ni,1,1,1.0
supongo,que,ni,1,1,1.0
oye,ya,ni,1,6,0.16666666666666666
no,toques,ni,1,1,1.0
bien,no,necesitas,1,1,1.0
no,es,necesario,2,6,0.3333333333333333
se,salió,nahum,1,1,1.0
lo,de,nahum,1,24,0.041666666666666664
sip,de,nada,15,15,1.0
así,ya,nada,1,1,1.0
<,de,nada,4,7,0.5714285714285714
no,cambia,nada,1,1,1.0
jajaja,de,nada,1,1,1.0
no,encuentro,nada,1,1,1.0
se,hace,nada,1,1,1.0
jajaj,de,nada,1,1,1.0
no,investigue,nada,1,1,1.0
toques,ni,nada,1,1,1.0
metí,poquito,nada,1,1,1.0
chi,de,nada,1,1,1.0
gracias,por,nada,1,1,1.0
pongo,al,mío,1,1,1.0
donde,a,mí,1,1,1.0
que,entonces,méxico,1,1,1.0
pudiéramos,sacar,más,1,1,1.0
que,delimitemos,más,1,1,1.0
con,lo,más,1,6,0.16666666666666666
pero,lo,más,1,2,0.5
que,lo,más,1,7,0.14285714285714285
solo,que,más,1,1,1.0
si,eres,más,1,1,1.0
si,sería,más,1,3,0.3333333333333333
los,resultados,más,1,2,0.5
por,eso,más,1,2,0.5
poquito,nada,más,1,1,1.0
el,modelo,más,1,2,0.5
agregarle,algo,más,1,1,1.0
a,no,má,2,7,0.2857142857142857
te,fue,muy,1,2,0.5
poblacion,y,muestra,1,1,1.0
te,quiero,mucho,1,1,1.0
jajaja,hicieron,mucho,1,1,1.0
que,recortar,mucho,1,1,1.0
te,falta,mucho,1,1,1.0
get,para,mostrar,1,1,1.0
y,ya,mostrando,1,11,0.09090909090909091
ya,ni,modo,1,2,0.5
chi,le,modifique,1,1,1.0
<,el,modelo,1,1,1.0
es,el,modelo,1,5,0.2
y,el,model,1,3,0.3333333333333333
con,el,model,1,4,0.25
demonios,jajaja,mmm,1,1,1.0
hasta,el,miércoles,1,3,0.3333333333333333
es,lo,mismo,1,5,0.2
hacer,lo,mismo,1,2,0.5
será,lo,mismo,1,1,1.0
son,las,mismas,1,1,1.0
tenemos,la,misma,1,1,1.0
me,pasas,mis,1,9,0.1111111111111111
acuerdo,de,mis,1,1,1.0
eso,y,mira,1,3,0.3333333333333333
<,sip,mira,1,37,0.02702702702702703
lab,y,mira,1,1,1.0
la,de,minería,1,4,0.25
como,10,min,1,1,1.0
le,pido,mi,1,1,1.0
está,en,mi,1,1,1.0
quedaste,con,mi,1,1,1.0
ando,en,mi,2,2,1.0
esa,tiene,mi,1,1,1.0
aquí,de,mi,1,1,1.0
si,es,mi,1,8,0.125
afuera,de,mi,1,1,1.0
para,el,mexi,1,4,0.25
y,lo,metí,1,3,0.3333333333333333
<,le,metí,1,2,0.5
la,de,metodología,1,4,0.25
y,la,metieras,2,3,0.6666666666666666
representando,por,meses,1,1,1.0
le,mandan,mensaje,1,1,1.0
eliminaste,este,mensaje,1,1,1.0
escuela,y,menos,1,1,1.0
más,o,menos,1,1,1.0
jajajaj,y,menos,1,1,1.0
a,si,mejor,1,5,0.2
sé,si,mejor,1,5,0.2
si,pues,mejor,1,4,0.25
<,bueno,mejor,1,3,0.3333333333333333
<,jajaja,mejor,1,19,0.05263157894736842
<,oye,mejor,1,35,0.02857142857142857
que,está,medio,1,3,0.3333333333333333
